city,year,house_price
济宁,2020,13912
济宁,2021,14646
济宁,2022,13561
济宁,2023,12824
济宁,2024,12667
海口,2005,2200
海口,2006,2622
海口,2007,3385
海口,2008,3307
海口,2009,4210
海口,2010,5228
海口,2011,5886
海口,2012,6362
海口,2013,6950
海口,2014,6436
海口,2015,6491
海口,2016,7937
海口,2017,9275
海口,2018,10254
海口,2019,11409
海口,2020,12542
海口,2021,14089
海口,2022,13159
海口,2023,13034
海口,2024,13161
淄博,2005,3946
淄博,2006,4872
淄博,2007,6229
淄博,2008,6053
淄博,2009,6976
淄博,2010,7683
淄博,2011,8010
淄博,2012,8236
淄博,2013,8788
淄博,2014,7529
淄博,2015,7012
淄博,2016,7861
淄博,2017,8328
淄博,2018,9033
淄博,2019,9703
淄博,2020,10324
淄博,2021,11155
淄博,2022,10842
淄博,2023,9857
淄博,2024,8785
淮南,2005,4986
淮南,2006,5846
淮南,2007,7356
淮南,2008,7097
淮南,2009,8029
淮南,2010,8405
淮南,2011,8787
淮南,2012,9116
淮南,2013,9805
淮南,2014,9191
淮南,2015,8718
淮南,2016,10489
淮南,2017,11786
淮南,2018,11732
淮南,2019,12339
淮南,2020,12986
淮南,2021,12862
淮南,2022,12101
淮南,2023,11450
淮南,2024,10552
淮安,2005,4650
淮安,2006,5296
淮安,2007,6671
淮安,2008,6329
淮安,2009,7453
淮安,2010,8863
淮安,2011,10414
淮安,2012,10011
淮安,2013,10151
淮安,2014,8590
淮安,2015,8064
淮安,2016,10308
淮安,2017,12379
淮安,2018,12984
淮安,2019,14324
淮安,2020,15682
淮安,2021,15525
淮安,2022,12791
淮安,2023,11790
淮安,2024,11405
深圳,2005,7200
深圳,2006,8755
深圳,2007,12178
深圳,2008,12440
深圳,2009,16205
深圳,2010,18501
深圳,2011,19919
深圳,2012,21625
深圳,2013,24960
深圳,2014,23407
深圳,2015,23520
深圳,2016,31838
深圳,2017,40222
深圳,2018,49441
深圳,2019,59885
深圳,2020,71682
深圳,2021,81431
深圳,2022,83324
深圳,2023,81381
深圳,2024,84651
清远,2005,4264
清远,2006,4903
清远,2007,6158
清远,2008,5697
清远,2009,6473
清远,2010,7362
清远,2011,8340
清远,2012,8503
清远,2013,8862
清远,2014,7942
清远,2015,7958
清远,2016,10207
清远,2017,12296
清远,2018,13510
清远,2019,15165
清远,2020,17398
清远,2021,18826
清远,2022,17577
清远,2023,14815
清远,2024,13458
温州,2005,3477
温州,2006,4109
温州,2007,5467
温州,2008,5045
温州,2009,6180
温州,2010,7815
温州,2011,9725
温州,2012,10405
温州,2013,11940
温州,2014,12062
温州,2015,12491
温州,2016,15921
温州,2017,17838
温州,2018,17196
温州,2019,16738
温州,2020,16353
温州,2021,16919
温州,2022,15477
温州,2023,14898
温州,2024,14143
渭南,2005,4960
渭南,2006,5772
渭南,2007,6844
渭南,2008,6452
渭南,2009,7434
渭南,2010,8903
渭南,2011,10023
渭南,2012,10250
渭南,2013,11364
渭南,2014,9720
渭南,2015,9726
渭南,2016,11713
渭南,2017,13856
渭南,2018,15799
渭南,2019,18176
渭南,2020,18345
渭南,2021,17507
渭南,2022,14854
渭南,2023,12164
渭南,2024,10862
湖州,2005,6280
湖州,2006,6682
湖州,2007,8125
湖州,2008,8087
湖州,2009,10019
湖州,2010,11629
湖州,2011,12730
湖州,2012,13302
湖州,2013,15017
湖州,2014,12943
湖州,2015,12009
湖州,2016,14107
湖州,2017,16044
湖州,2018,16048
湖州,2019,16339
湖州,2020,16501
湖州,2021,17718
湖州,2022,16785
湖州,2023,15150
湖州,2024,13068
湘潭,2005,5318
湘潭,2006,5921
湘潭,2007,6676
湘潭,2008,6283
湘潭,2009,7683
湘潭,2010,9046
湘潭,2011,9346
湘潭,2012,9787
湘潭,2013,10703
湘潭,2014,9775
湘潭,2015,9383
湘潭,2016,11903
湘潭,2017,13863
湘潭,2018,15278
湘潭,2019,16508
湘潭,2020,16807
湘潭,2021,16670
湘潭,2022,15533
湘潭,2023,14672
湘潭,2024,14207
湛江,2005,4173
湛江,2006,4755
湛江,2007,5850
湛江,2008,5473
湛江,2009,6408
湛江,2010,8192
湛江,2011,9407
湛江,2012,10216
湛江,2013,11506
湛江,2014,10320
湛江,2015,9491
湛江,2016,10483
湛江,2017,10649
湛江,2018,10575
湛江,2019,11369
湛江,2020,11751
湛江,2021,12534
湛江,2022,12599
湛江,2023,12030
湛江,2024,12190
滨州,2005,6015
滨州,2006,6500
滨州,2007,7850
滨州,2008,7103
滨州,2009,8262
滨州,2010,9305
滨州,2011,9535
滨州,2012,10028
滨州,2013,10844
滨州,2014,9746
滨州,2015,9643
滨州,2016,11885
滨州,2017,14624
滨州,2018,15363
滨州,2019,15944
滨州,2020,16622
滨州,2021,16984
滨州,2022,16996
滨州,2023,16373
滨州,2024,15385
漯河,2005,4887
漯河,2006,5533
漯河,2007,6822
漯河,2008,6171
漯河,2009,7246
漯河,2010,7708
漯河,2011,8583
漯河,2012,8535
漯河,2013,9207
漯河,2014,8783
漯河,2015,8884
漯河,2016,11035
漯河,2017,12902
漯河,2018,14648
漯河,2019,16224
漯河,2020,16673
漯河,2021,16956
漯河,2022,14603
漯河,2023,13293
漯河,2024,11992
漳州,2005,3295
漳州,2006,3729
漳州,2007,4588
漳州,2008,4263
漳州,2009,4850
漳州,2010,5217
漳州,2011,5152
漳州,2012,5157
漳州,2013,5641
漳州,2014,5176
漳州,2015,4974
漳州,2016,5998
漳州,2017,7169
漳州,2018,8015
漳州,2019,8988
漳州,2020,9469
漳州,2021,9584
漳州,2022,9091
漳州,2023,8473
漳州,2024,7969
潍坊,2005,3770
潍坊,2006,4507
潍坊,2007,5874
潍坊,2008,6230
潍坊,2009,7863
潍坊,2010,9485
潍坊,2011,10181
潍坊,2012,10303
潍坊,2013,11365
潍坊,2014,10623
潍坊,2015,10417
潍坊,2016,12447
潍坊,2017,14395
潍坊,2018,15154
潍坊,2019,16004
潍坊,2020,15838
潍坊,2021,15848
潍坊,2022,13771
潍坊,2023,12979
潍坊,2024,12206
潮州,2005,5016
潮州,2006,5310
潮州,2007,6746
潮州,2008,6553
潮州,2009,7707
潮州,2010,9317
潮州,2011,9464
潮州,2012,8545
潮州,2013,9141
潮州,2014,8175
潮州,2015,8400
潮州,2016,10795
潮州,2017,13259
潮州,2018,15837
潮州,2019,17707
潮州,2020,17419
潮州,2021,16813
潮州,2022,15844
潮州,2023,14849
潮州,2024,13590
澳门,2005,32832
澳门,2006,38771
澳门,2007,47636
澳门,2008,44786
澳门,2009,50062
澳门,2010,51583
澳门,2011,52516
澳门,2012,53178
澳门,2013,58322
澳门,2014,50923
澳门,2015,52862
澳门,2016,68997
澳门,2017,86075
澳门,2018,88860
澳门,2019,94716
澳门,2020,103231
澳门,2021,105802
澳门,2022,95876
澳门,2023,93785
澳门,2024,98000
濮阳,2005,4199
濮阳,2006,4736
濮阳,2007,5963
濮阳,2008,5837
濮阳,2009,6806
濮阳,2010,7451
濮阳,2011,7820
濮阳,2012,7777
濮阳,2013,8580
濮阳,2014,7867
濮阳,2015,7679
濮阳,2016,9559
濮阳,2017,10737
濮阳,2018,11257
濮阳,2019,13280
濮阳,2020,14603
濮阳,2021,15827
濮阳,2022,14855
濮阳,2023,13709
濮阳,2024,13031
烟台,2005,3579
烟台,2006,3978
烟台,2007,4698
烟台,2008,4026
烟台,2009,4736
烟台,2010,5668
烟台,2011,6169
烟台,2012,6630
烟台,2013,7661
烟台,2014,6904
烟台,2015,7002
烟台,2016,9042
烟台,2017,10721
烟台,2018,12694
烟台,2019,14061
烟台,2020,15128
烟台,2021,16031
烟台,2022,15393
烟台,2023,14190
烟台,2024,14044
焦作,2005,4966
焦作,2006,5967
焦作,2007,7825
焦作,2008,7614
焦作,2009,9372
焦作,2010,10805
焦作,2011,12026
焦作,2012,13029
焦作,2013,14484
焦作,2014,13598
焦作,2015,12390
焦作,2016,14425
焦作,2017,15575
焦作,2018,14330
焦作,2019,14131
焦作,2020,14663
焦作,2021,15519
焦作,2022,14390
焦作,2023,13376
焦作,2024,12699
牡丹江,2005,5000
牡丹江,2006,5609
牡丹江,2007,7494
牡丹江,2008,7534
牡丹江,2009,8722
牡丹江,2010,9650
牡丹江,2011,9903
牡丹江,2012,9395
牡丹江,2013,10079
牡丹江,2014,8925
牡丹江,2015,8444
牡丹江,2016,9999
牡丹江,2017,11704
牡丹江,2018,12969
牡丹江,2019,14408
牡丹江,2020,14384
牡丹江,2021,13291
牡丹江,2022,12356
牡丹江,2023,12281
牡丹江,2024,11788
玉林,2005,4240
玉林,2006,5186
玉林,2007,6347
玉林,2008,6112
玉林,2009,7715
玉林,2010,9010
玉林,2011,9932
玉林,2012,10440
玉林,2013,11468
玉林,2014,10579
玉林,2015,10408
玉林,2016,12652
玉林,2017,14475
玉林,2018,15254
玉林,2019,16335
玉林,2020,16441
玉林,2021,16733
玉林,2022,16248
玉林,2023,15743
玉林,2024,14827
玉溪,2005,5739
玉溪,2006,6812
玉溪,2007,8537
玉溪,2008,7845
玉溪,2009,8810
玉溪,2010,9571
玉溪,2011,9884
玉溪,2012,10237
玉溪,2013,10475
玉溪,2014,9499
玉溪,2015,9118
玉溪,2016,10564
玉溪,2017,11827
玉溪,2018,12783
玉溪,2019,14527
玉溪,2020,15791
玉溪,2021,16601
玉溪,2022,15032
玉溪,2023,13185
玉溪,2024,12043
珠海,2005,3200
珠海,2006,3621
珠海,2007,4622
珠海,2008,4670
珠海,2009,5520
珠海,2010,5924
珠海,2011,6544
珠海,2012,6965
珠海,2013,7485
珠海,2014,7506
珠海,2015,7778
珠海,2016,9735
珠海,2017,11938
珠海,2018,12775
珠海,2019,14025
珠海,2020,14591
珠海,2021,14890
珠海,2022,13524
珠海,2023,12543
珠海,2024,12030
白城,2005,4467
白城,2006,4745
白城,2007,5245
白城,2008,4528
白城,2009,5081
白城,2010,5852
白城,2011,6463
白城,2012,6948
白城,2013,7617
白城,2014,7042
白城,2015,6856
白城,2016,8120
白城,2017,8833
白城,2018,8844
白城,2019,8974
白城,2020,9075
白城,2021,9145
白城,2022,8554
白城,2023,8057
白城,2024,8110
白山,2005,6302
白山,2006,6979
白山,2007,7655
白山,2008,6538
白山,2009,7746
白山,2010,8797
白山,2011,9155
白山,2012,9516
白山,2013,10797
白山,2014,9554
白山,2015,8885
白山,2016,10403
白山,2017,11619
白山,2018,12548
白山,2019,12673
白山,2020,13743
白山,2021,13703
白山,2022,12705
白山,2023,12192
白山,2024,11473
百色,2005,4588
百色,2006,5139
百色,2007,5973
百色,2008,5616
百色,2009,7019
百色,2010,8270
百色,2011,9050
百色,2012,9418
百色,2013,10316
百色,2014,9768
百色,2015,9288
百色,2016,11461
百色,2017,13006
百色,2018,13844
百色,2019,15236
百色,2020,15978
百色,2021,16620
百色,2022,16212
百色,2023,15297
百色,2024,14538
益阳,2005,4457
益阳,2006,5524
益阳,2007,6892
益阳,2008,6758
益阳,2009,8089
益阳,2010,8920
益阳,2011,9293
益阳,2012,9294
益阳,2013,10205
益阳,2014,9253
益阳,2015,9335
益阳,2016,10938
益阳,2017,12671
益阳,2018,13814
益阳,2019,14196
益阳,2020,14204
益阳,2021,14041
益阳,2022,13422
益阳,2023,12057
益阳,2024,11512
盐城,2005,4069
盐城,2006,4751
盐城,2007,5747
盐城,2008,5235
盐城,2009,5501
盐城,2010,6008
盐城,2011,6239
盐城,2012,6165
盐城,2013,7577
盐城,2014,7574
盐城,2015,7760
盐城,2016,9840
盐城,2017,11766
盐城,2018,12537
盐城,2019,13469
盐城,2020,14235
盐城,2021,14495
盐城,2022,13877
盐城,2023,13258
盐城,2024,13159
盘锦,2005,6474
盘锦,2006,7787
盘锦,2007,9058
盘锦,2008,7951
盘锦,2009,9040
盘锦,2010,9674
盘锦,2011,10491
盘锦,2012,10691
盘锦,2013,11209
盘锦,2014,10025
盘锦,2015,8800
盘锦,2016,9672
盘锦,2017,10650
盘锦,2018,11264
盘锦,2019,11753
盘锦,2020,12037
盘锦,2021,11682
盘锦,2022,11834
盘锦,2023,11826
盘锦,2024,12044
眉山,2005,6344
眉山,2006,7651
眉山,2007,9970
眉山,2008,10005
眉山,2009,11970
眉山,2010,13802
眉山,2011,14100
眉山,2012,12485
眉山,2013,12882
眉山,2014,11132
眉山,2015,11261
眉山,2016,14731
眉山,2017,16527
眉山,2018,16556
眉山,2019,16877
眉山,2020,17502
眉山,2021,18377
眉山,2022,17109
眉山,2023,15206
眉山,2024,13166
石家庄,2005,3537
石家庄,2006,4289
石家庄,2007,5065
石家庄,2008,4819
石家庄,2009,5733
石家庄,2010,6632
石家庄,2011,7519
石家庄,2012,7616
石家庄,2013,9333
石家庄,2014,8908
石家庄,2015,8787
石家庄,2016,10458
石家庄,2017,11613
石家庄,2018,11898
石家庄,2019,12594
石家庄,2020,12944
石家庄,2021,13089
石家庄,2022,12445
石家庄,2023,12981
石家庄,2024,12979
石河子,2005,6563
石河子,2006,7556
石河子,2007,9626
石河子,2008,8802
石河子,2009,9751
石河子,2010,10694
石河子,2011,11414
石河子,2012,12434
石河子,2013,13712
石河子,2014,13009
石河子,2015,13227
石河子,2016,15415
石河子,2017,17414
石河子,2018,17473
石河子,2019,18440
石河子,2020,19695
石河子,2021,19908
石河子,2022,16672
石河子,2023,15435
石河子,2024,14135
福州,2005,2700
福州,2006,3145
福州,2007,3928
福州,2008,3668
福州,2009,4342
福州,2010,5007
福州,2011,5812
福州,2012,6268
福州,2013,6984
福州,2014,6387
福州,2015,6317
福州,2016,8395
福州,2017,10166
福州,2018,11104
福州,2019,12663
福州,2020,14130
福州,2021,14675
福州,2022,15309
福州,2023,15177
福州,2024,14662
秦皇岛,2005,4527
秦皇岛,2006,5310
秦皇岛,2007,7185
秦皇岛,2008,6642
秦皇岛,2009,8523
秦皇岛,2010,9600
秦皇岛,2011,10069
秦皇岛,2012,10237
秦皇岛,2013,10985
秦皇岛,2014,9355
秦皇岛,2015,8648
秦皇岛,2016,9823
秦皇岛,2017,11816
秦皇岛,2018,12572
秦皇岛,2019,14475
秦皇岛,2020,16075
秦皇岛,2021,15716
秦皇岛,2022,13627
秦皇岛,2023,11992
秦皇岛,2024,10818
红河,2005,3539
红河,2006,4005
红河,2007,4613
红河,2008,4482
红河,2009,5286
红河,2010,6007
红河,2011,6420
红河,2012,7089
红河,2013,7892
红河,2014,7316
红河,2015,7435
红河,2016,8831
红河,2017,10438
红河,2018,10381
红河,2019,10565
红河,2020,11290
红河,2021,12065
红河,2022,11430
红河,2023,11144
红河,2024,10986
绍兴,2005,4395
绍兴,2006,4965
绍兴,2007,5789
绍兴,2008,5252
绍兴,2009,6185
绍兴,2010,6721
绍兴,2011,7530
绍兴,2012,7642
绍兴,2013,8476
绍兴,2014,8206
绍兴,2015,8442
绍兴,2016,10397
绍兴,2017,12233
绍兴,2018,12846
绍兴,2019,14033
绍兴,2020,14608
绍兴,2021,14222
绍兴,2022,12616
绍兴,2023,10832
绍兴,2024,10243
绵阳,2005,4200
绵阳,2006,4843
绵阳,2007,5898
绵阳,2008,5396
绵阳,2009,7188
绵阳,2010,8461
绵阳,2011,9223
绵阳,2012,9558
绵阳,2013,10394
绵阳,2014,9615
绵阳,2015,10142
绵阳,2016,12771
绵阳,2017,14437
绵阳,2018,15206
绵阳,2019,15670
绵阳,2020,16599
绵阳,2021,16575
绵阳,2022,14984
绵阳,2023,13326
绵阳,2024,11370
聊城,2005,3628
聊城,2006,4269
聊城,2007,5124
聊城,2008,4525
聊城,2009,5003
聊城,2010,5012
聊城,2011,4995
聊城,2012,4980
聊城,2013,5456
聊城,2014,4877
聊城,2015,4751
聊城,2016,5961
聊城,2017,7046
聊城,2018,8092
聊城,2019,9036
聊城,2020,9464
聊城,2021,10256
聊城,2022,9883
聊城,2023,9339
聊城,2024,9058
肇庆,2005,4599
肇庆,2006,5319
肇庆,2007,6816
肇庆,2008,7011
肇庆,2009,8484
肇庆,2010,9752
肇庆,2011,10975
肇庆,2012,11388
肇庆,2013,12820
肇庆,2014,11103
肇庆,2015,9356
肇庆,2016,11127
肇庆,2017,12622
肇庆,2018,12824
肇庆,2019,13887
肇庆,2020,15266
肇庆,2021,14798
肇庆,2022,12681
肇庆,2023,11581
肇庆,2024,10523
自贡,2005,5909
自贡,2006,6082
自贡,2007,7146
自贡,2008,6615
自贡,2009,8212
自贡,2010,9159
自贡,2011,9939
自贡,2012,10135
自贡,2013,10731
自贡,2014,9302
自贡,2015,8908
自贡,2016,10397
自贡,2017,11678
自贡,2018,13516
自贡,2019,15606
自贡,2020,17108
自贡,2021,17332
自贡,2022,15562
自贡,2023,14177
自贡,2024,13868
舟山,2005,5557
舟山,2006,6402
舟山,2007,7652
舟山,2008,6973
舟山,2009,7772
舟山,2010,9070
舟山,2011,9641
舟山,2012,10058
舟山,2013,11200
舟山,2014,10335
舟山,2015,10551
舟山,2016,12595
舟山,2017,14191
舟山,2018,14040
舟山,2019,14795
舟山,2020,15415
舟山,2021,15953
舟山,2022,14774
舟山,2023,12865
舟山,2024,11904
芜湖,2005,4694
芜湖,2006,5464
芜湖,2007,6835
芜湖,2008,6386
芜湖,2009,7528
芜湖,2010,8432
芜湖,2011,8611
芜湖,2012,8555
芜湖,2013,9059
芜湖,2014,8255
芜湖,2015,8029
芜湖,2016,9548
芜湖,2017,10511
芜湖,2018,11745
芜湖,2019,13247
芜湖,2020,14235
芜湖,2021,14689
芜湖,2022,13640
芜湖,2023,12918
芜湖,2024,11971
苏州,2005,4500
苏州,2006,5574
苏州,2007,7094
苏州,2008,7515
苏州,2009,9230
苏州,2010,10859
苏州,2011,12758
苏州,2012,13536
苏州,2013,16080
苏州,2014,14994
苏州,2015,15674
苏州,2016,20632
苏州,2017,25105
苏州,2018,29626
苏州,2019,35201
苏州,2020,39476
苏州,2021,43798
苏州,2022,43420
苏州,2023,41588
苏州,2024,41831
茂名,2005,5390
茂名,2006,5808
茂名,2007,7669
茂名,2008,7255
茂名,2009,7861
茂名,2010,8749
茂名,2011,9009
茂名,2012,8698
茂名,2013,9737
茂名,2014,9017
茂名,2015,8769
茂名,2016,9821
茂名,2017,10556
茂名,2018,11182
茂名,2019,12408
茂名,2020,13147
茂名,2021,13119
茂名,2022,11946
茂名,2023,11347
茂名,2024,11739
荆州,2005,4876
荆州,2006,5141
荆州,2007,6517
荆州,2008,6141
荆州,2009,7403
荆州,2010,8910
荆州,2011,10357
荆州,2012,10743
荆州,2013,10948
荆州,2014,9080
荆州,2015,8619
荆州,2016,10601
荆州,2017,11801
荆州,2018,12321
荆州,2019,12820
荆州,2020,13534
荆州,2021,14423
荆州,2022,13917
荆州,2023,12598
荆州,2024,11211
莆田,2005,4286
莆田,2006,4794
莆田,2007,5812
莆田,2008,5331
莆田,2009,6067
莆田,2010,6653
莆田,2011,6964
莆田,2012,7109
莆田,2013,7784
莆田,2014,7219
莆田,2015,6934
莆田,2016,8598
莆田,2017,10053
莆田,2018,11239
莆田,2019,11374
莆田,2020,11282
莆田,2021,11137
莆田,2022,9647
莆田,2023,8786
莆田,2024,8228
萍乡,2005,5802
萍乡,2006,6347
萍乡,2007,7224
萍乡,2008,6007
萍乡,2009,6452
萍乡,2010,7290
萍乡,2011,7658
萍乡,2012,7845
萍乡,2013,8974
萍乡,2014,8208
萍乡,2015,8103
萍乡,2016,9431
萍乡,2017,10662
萍乡,2018,10534
萍乡,2019,10664
萍乡,2020,10995
萍乡,2021,12031
萍乡,2022,11296
萍乡,2023,10533
萍乡,2024,10785
营口,2005,5290
营口,2006,5859
营口,2007,7090
营口,2008,6657
营口,2009,7428
营口,2010,8083
营口,2011,8980
营口,2012,9998
营口,2013,11625
营口,2014,11022
营口,2015,10774
营口,2016,12869
营口,2017,14251
营口,2018,15195
营口,2019,15973
营口,2020,15590
营口,2021,15336
营口,2022,14140
营口,2023,13341
营口,2024,13531
葫芦岛,2005,4942
葫芦岛,2006,5639
葫芦岛,2007,7411
葫芦岛,2008,7384
葫芦岛,2009,9402
葫芦岛,2010,10858
葫芦岛,2011,11722
葫芦岛,2012,12501
葫芦岛,2013,13866
葫芦岛,2014,12525
葫芦岛,2015,11987
葫芦岛,2016,14370
葫芦岛,2017,16648
葫芦岛,2018,17332
葫芦岛,2019,18000
葫芦岛,2020,17802
葫芦岛,2021,18209
葫芦岛,2022,16731
葫芦岛,2023,15489
葫芦岛,2024,13855
蚌埠,2005,5447
蚌埠,2006,5758
蚌埠,2007,7042
蚌埠,2008,6571
蚌埠,2009,7803
蚌埠,2010,8506
蚌埠,2011,9080
蚌埠,2012,8976
蚌埠,2013,9979
蚌埠,2014,8854
蚌埠,2015,8988
蚌埠,2016,11513
蚌埠,2017,14058
蚌埠,2018,14877
蚌埠,2019,14568
蚌埠,2020,14903
蚌埠,2021,14482
蚌埠,2022,12284
蚌埠,2023,11149
蚌埠,2024,10612
衡水,2005,5004
衡水,2006,5696
衡水,2007,6933
衡水,2008,5726
衡水,2009,5867
衡水,2010,6360
衡水,2011,6997
衡水,2012,7371
衡水,2013,8074
衡水,2014,7498
衡水,2015,7318
衡水,2016,8759
衡水,2017,10745
衡水,2018,11672
衡水,2019,12134
衡水,2020,12334
衡水,2021,13060
衡水,2022,12803
衡水,2023,12374
衡水,2024,11913
衡阳,2005,4800
衡阳,2006,5827
衡阳,2007,7698
衡阳,2008,7777
衡阳,2009,9997
衡阳,2010,11615
衡阳,2011,12302
衡阳,2012,11734
衡阳,2013,12654
衡阳,2014,11317
衡阳,2015,10668
衡阳,2016,11617
衡阳,2017,11630
衡阳,2018,11754
衡阳,2019,11692
衡阳,2020,11648
衡阳,2021,12024
衡阳,2022,11742
衡阳,2023,11228
衡阳,2024,12030
衢州,2005,4872
衢州,2006,5272
衢州,2007,6469
衢州,2008,6336
衢州,2009,7487
衢州,2010,8549
衢州,2011,9654
衢州,2012,10300
衢州,2013,11191
衢州,2014,9899
衢州,2015,9437
衢州,2016,10940
衢州,2017,11819
衢州,2018,12777
衢州,2019,14242
衢州,2020,15790
衢州,2021,16485
衢州,2022,15013
衢州,2023,14008
衢州,2024,13603
襄阳,2005,4148
襄阳,2006,4446
襄阳,2007,5450
襄阳,2008,5255
襄阳,2009,5984
襄阳,2010,6625
襄阳,2011,6674
襄阳,2012,6636
襄阳,2013,7391
襄阳,2014,6705
襄阳,2015,6610
襄阳,2016,8429
襄阳,2017,9986
襄阳,2018,10995
襄阳,2019,12351
襄阳,2020,13757
襄阳,2021,14972
襄阳,2022,13572
襄阳,2023,12442
襄阳,2024,11825
西双版纳,2005,5939
西双版纳,2006,6535
西双版纳,2007,7717
西双版纳,2008,7267
西双版纳,2009,8350
西双版纳,2010,9007
西双版纳,2011,9520
西双版纳,2012,9722
西双版纳,2013,10500
西双版纳,2014,9578
西双版纳,2015,9403
西双版纳,2016,11391
西双版纳,2017,13729
西双版纳,2018,15569
西双版纳,2019,15765
西双版纳,2020,15031
西双版纳,2021,14511
西双版纳,2022,12517
西双版纳,2023,11360
西双版纳,2024,10363
西宁,2005,5005
西宁,2006,5417
西宁,2007,6556
西宁,2008,6084
西宁,2009,6502
西宁,2010,7487
西宁,2011,7928
西宁,2012,7478
西宁,2013,7318
西宁,2014,6874
西宁,2015,6558
西宁,2016,8195
西宁,2017,9829
西宁,2018,10483
西宁,2019,11528
西宁,2020,13406
西宁,2021,14033
西宁,2022,13100
西宁,2023,12709
西宁,2024,12202
西安,2005,2700
西安,2006,3291
西安,2007,4382
西安,2008,4251
西安,2009,5193
西安,2010,6378
西安,2011,7325
西安,2012,8435
西安,2013,10090
西安,2014,9846
西安,2015,9763
西安,2016,12216
西安,2017,13655
西安,2018,14404
西安,2019,15412
西安,2020,15357
西安,2021,15337
西安,2022,15784
西安,2023,16374
西安,2024,16217
西藏,2005,7212
西藏,2006,8081
西藏,2007,9749
西藏,2008,9230
西藏,2009,9651
西藏,2010,10871
西藏,2011,11421
西藏,2012,11089
西藏,2013,11329
西藏,2014,10177
西藏,2015,9428
西藏,2016,11034
西藏,2017,13289
西藏,2018,14614
西藏,2019,15418
西藏,2020,14712
西藏,2021,13905
西藏,2022,12720
西藏,2023,12799
西藏,2024,12500
许昌,2005,4535
许昌,2006,5064
许昌,2007,5984
许昌,2008,5924
许昌,2009,6859
许昌,2010,8007
许昌,2011,8931
许昌,2012,9565
许昌,2013,10022
许昌,2014,8634
许昌,2015,8436
许昌,2016,10777
许昌,2017,13000
许昌,2018,13371
许昌,2019,14477
许昌,2020,16013
许昌,2021,16444
许昌,2022,15884
许昌,2023,15264
许昌,2024,13872
贵阳,2005,4447
贵阳,2006,5159
贵阳,2007,6177
贵阳,2008,6265
贵阳,2009,8027
贵阳,2010,9283
贵阳,2011,9289
贵阳,2012,8745
贵阳,2013,10208
贵阳,2014,10378
贵阳,2015,11288
贵阳,2016,13601
贵阳,2017,15420
贵阳,2018,16220
贵阳,2019,17823
贵阳,2020,17802
贵阳,2021,17259
贵阳,2022,13792
贵阳,2023,12457
贵阳,2024,11390
贺州,2005,5387
贺州,2006,6347
贺州,2007,7871
贺州,2008,7640
贺州,2009,9123
贺州,2010,9735
贺州,2011,9286
贺州,2012,8767
贺州,2013,9101
贺州,2014,8616
贺州,2015,8112
贺州,2016,9470
贺州,2017,11436
贺州,2018,12416
贺州,2019,13452
贺州,2020,13745
贺州,2021,14214
贺州,2022,12940
贺州,2023,11917
贺州,2024,11647
赣州,2005,4004
赣州,2006,4638
赣州,2007,6112
赣州,2008,5417
赣州,2009,6279
赣州,2010,6981
赣州,2011,7413
赣州,2012,7464
赣州,2013,8298
赣州,2014,8189
赣州,2015,8537
赣州,2016,10807
赣州,2017,12328
赣州,2018,13199
赣州,2019,14130
赣州,2020,14272
赣州,2021,14740
赣州,2022,14387
赣州,2023,13350
赣州,2024,12333
赤峰,2005,4705
赤峰,2006,5370
赤峰,2007,6491
赤峰,2008,6149
赤峰,2009,7217
赤峰,2010,8328
赤峰,2011,9047
赤峰,2012,9374
赤峰,2013,9860
赤峰,2014,9117
赤峰,2015,8518
赤峰,2016,10197
赤峰,2017,11677
赤峰,2018,12501
赤峰,2019,14581
赤峰,2020,15809
赤峰,2021,16392
赤峰,2022,15794
赤峰,2023,15074
赤峰,2024,14384
辽源,2005,7237
辽源,2006,8475
辽源,2007,10282
辽源,2008,9439
辽源,2009,9989
辽源,2010,10122
辽源,2011,9606
辽源,2012,8724
辽源,2013,9207
辽源,2014,8301
辽源,2015,8035
辽源,2016,9700
辽源,2017,11399
辽源,2018,11937
辽源,2019,12501
辽源,2020,12936
辽源,2021,12819
辽源,2022,12445
辽源,2023,12860
辽源,2024,12543
达州,2005,3257
达州,2006,3713
达州,2007,4625
达州,2008,4465
达州,2009,5742
达州,2010,6819
达州,2011,7502
达州,2012,7992
达州,2013,8935
达州,2014,8278
达州,2015,8446
达州,2016,10212
达州,2017,11956
达州,2018,13239
达州,2019,14510
达州,2020,15210
达州,2021,15630
达州,2022,14131
达州,2023,12932
达州,2024,12630
运城,2005,4700
运城,2006,5178
运城,2007,5612
运城,2008,5314
运城,2009,6684
运城,2010,7666
运城,2011,7760
运城,2012,7430
运城,2013,8505
运城,2014,8332
运城,2015,8495
运城,2016,10590
运城,2017,12672
运城,2018,13314
运城,2019,14448
运城,2020,15637
运城,2021,17324
运城,2022,16331
运城,2023,15003
运城,2024,14218
连云港,2005,4009
连云港,2006,4466
连云港,2007,5617
连云港,2008,5437
连云港,2009,6567
连云港,2010,7804
连云港,2011,9150
连云港,2012,9327
连云港,2013,10028
连云港,2014,9004
连云港,2015,8734
连云港,2016,10973
连云港,2017,11898
连云港,2018,11454
连云港,2019,11570
连云港,2020,11586
连云港,2021,11877
连云港,2022,11807
连云港,2023,11270
连云港,2024,10948
通化,2005,5894
通化,2006,6993
通化,2007,9135
通化,2008,8841
